Assembly,Chromosome,Plasmid
GCF_013393925.1,NZ_CP040281.1,NZ_CP040282.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040283.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040284.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040285.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040286.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040287.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040288.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040289.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040290.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040291.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040292.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040293.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040294.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040295.1
GCF_013393925.1,NZ_CP040281.1,NZ_CP040296.1
GCF_013393945.1,NZ_CP040297.1,NZ_CP040298.1
GCF_013393945.1,NZ_CP040297.1,NZ_CP040299.1
GCF_013393945.1,NZ_CP040297.1,NZ_CP040300.1
GCF_013393945.1,NZ_CP040297.1,NZ_CP040301.1
GCF_013393945.1,NZ_CP040297.1,NZ_CP040302.1
GCF_013393945.1,NZ_CP040297.1,NZ_CP040303.1
GCF_013393945.1,NZ_CP040297.1,NZ_CP040304.1
GCF_013394005.1,NZ_CP040586.1,NZ_CP040580.1
GCF_013394005.1,NZ_CP040586.1,NZ_CP040581.1
GCF_013394005.1,NZ_CP040586.1,NZ_CP040582.1
GCF_013394005.1,NZ_CP040586.1,NZ_CP040583.1
GCF_013394005.1,NZ_CP040586.1,NZ_CP040584.1
GCF_013394005.1,NZ_CP040586.1,NZ_CP040585.1
GCF_013394025.1,NZ_CP040587.1,NZ_CP040588.1
GCF_013394025.1,NZ_CP040587.1,NZ_CP040589.1
GCF_013394045.1,NZ_CP040590.1,NZ_CP040591.1
GCF_013394045.1,NZ_CP040590.1,NZ_CP040592.1
GCF_013394245.1,NZ_CP043966.1,NZ_CP043967.1
GCF_013394245.1,NZ_CP043966.1,NZ_CP043968.1
GCF_013394265.1,NZ_CP044517.1,NZ_CP044518.1
GCF_013394285.1,NZ_CP044519.1,NZ_CP044520.1
GCF_013394285.1,NZ_CP044519.1,NZ_CP044521.1
GCF_013394305.1,NZ_AP019810.1,NZ_AP019811.1
GCF_013394305.1,NZ_AP019810.1,NZ_AP019812.1
GCF_013394305.1,NZ_AP019810.1,NZ_AP019813.1
GCF_013394385.1,NZ_AP022834.1,NZ_AP022835.1
GCF_013394425.1,NZ_AP023034.1,NZ_AP023035.1
GCF_013394535.1,NZ_CP049281.1,NZ_CP049283.1
GCF_013394535.1,NZ_CP049281.1,NZ_CP049282.1
GCF_013394535.1,NZ_CP049281.1,NZ_CP049284.1
GCF_013394555.1,NZ_CP049285.1,NZ_CP049286.1
GCF_013395015.3,NZ_CP053671.2,NZ_CP053672.2
GCF_013395015.3,NZ_CP053671.2,NZ_CP053673.2
GCF_013395015.3,NZ_CP053671.2,NZ_CP053674.2
GCF_013395015.3,NZ_CP053671.2,NZ_CP061027.2
GCF_013395075.1,NZ_CP040576.1,NZ_CP040577.1
GCF_013395075.1,NZ_CP040576.1,NZ_CP040578.1
GCF_013395075.1,NZ_CP040576.1,NZ_CP040579.1
GCF_013401395.2,NZ_CP045993.1,NZ_CP061026.1
GCF_013401495.1,NZ_CP058525.1,NZ_CP058527.1
GCF_013401495.1,NZ_CP058525.1,NZ_CP058528.1
GCF_013401495.1,NZ_CP058526.1,NZ_CP058527.1
GCF_013401495.1,NZ_CP058526.1,NZ_CP058528.1
GCF_013402855.1,NZ_CP058571.1,NZ_CP058572.1
GCF_013402855.1,NZ_CP058571.1,NZ_CP058573.1
GCF_013402895.1,NZ_CP058574.1,NZ_CP058575.1
GCF_013402895.1,NZ_CP058574.1,NZ_CP058576.1
GCF_013402895.1,NZ_CP058574.1,NZ_CP058577.1
GCF_013403565.1,NZ_CP058627.1,NZ_CP058628.1
GCF_013403565.1,NZ_CP058627.1,NZ_CP058629.1
GCF_013403565.1,NZ_CP058627.1,NZ_CP058630.1
GCF_013403585.1,NZ_CP058644.1,NZ_CP058645.1
GCF_013403585.1,NZ_CP058644.1,NZ_CP058646.1
GCF_013414285.1,NZ_CP058689.1,NZ_CP058691.1
GCF_013414285.1,NZ_CP058689.1,NZ_CP058692.1
GCF_013414285.1,NZ_CP058690.1,NZ_CP058691.1
GCF_013414285.1,NZ_CP058690.1,NZ_CP058692.1
GCF_013415925.1,NZ_CP058807.1,NZ_CP058808.1
GCF_013415925.1,NZ_CP058807.1,NZ_CP058809.1
GCF_013415925.1,NZ_CP058807.1,NZ_CP058810.1
GCF_013415925.1,NZ_CP058807.1,NZ_CP058811.1
GCF_013415955.1,NZ_CP045435.1,NZ_CP045436.1
GCF_013415955.1,NZ_CP045435.1,NZ_CP045437.1
GCF_013415955.1,NZ_CP045435.1,NZ_CP045438.1
GCF_013416015.1,NZ_CP049075.1,NZ_CP049076.1
GCF_013416035.1,NZ_CP049716.1,NZ_CP049717.1
GCF_013416035.1,NZ_CP049716.1,NZ_CP049718.1
GCF_013416055.1,NZ_CP049719.1,NZ_CP049720.1
GCF_013416085.1,NZ_CP049947.1,NZ_CP049949.1
GCF_013416085.1,NZ_CP049947.1,NZ_CP049948.1
GCF_013416105.1,NZ_CP049950.1,NZ_CP049952.1
GCF_013416105.1,NZ_CP049950.1,NZ_CP049951.1
GCF_013416125.1,NZ_CP049953.1,NZ_CP049955.1
GCF_013416125.1,NZ_CP049953.1,NZ_CP049954.1
GCF_013416255.1,NZ_CP053215.1,NZ_CP053216.1
GCF_013416255.1,NZ_CP053215.1,NZ_CP053217.1
GCF_013416275.1,NZ_CP053218.1,NZ_CP053219.1
GCF_013416275.1,NZ_CP053218.1,NZ_CP053220.1
GCF_013416275.1,NZ_CP053218.1,NZ_CP053221.1
GCF_013423805.1,NZ_CP058948.1,NZ_CP058950.1
GCF_013423805.1,NZ_CP058948.1,NZ_CP058949.1
GCF_013423825.1,NZ_CP058960.1,NZ_CP058961.1
GCF_013423825.1,NZ_CP058960.1,NZ_CP058966.1
GCF_013423825.1,NZ_CP058960.1,NZ_CP058965.1
GCF_013423825.1,NZ_CP058960.1,NZ_CP058964.1
GCF_013423825.1,NZ_CP058960.1,NZ_CP058963.1
GCF_013423825.1,NZ_CP058960.1,NZ_CP058962.1
GCF_013423865.1,NZ_CP058954.1,NZ_CP058955.1
GCF_013423865.1,NZ_CP058954.1,NZ_CP058956.1
GCF_013423865.1,NZ_CP058954.1,NZ_CP058957.1
GCF_013423885.1,NZ_CP058958.1,NZ_CP058959.1
GCF_013423905.1,NZ_CP058977.1,NZ_CP058978.1
GCF_013423905.1,NZ_CP058977.1,NZ_CP058979.1
GCF_013423905.1,NZ_CP058977.1,NZ_CP058980.1
GCF_013423925.1,NZ_CP058972.1,NZ_CP058973.1
GCF_013425825.1,NZ_CP059052.1,NZ_CP059053.1
GCF_013425825.1,NZ_CP059052.1,NZ_CP059054.1
GCF_013425935.1,NZ_CP059043.1,NZ_CP059044.1
GCF_013425955.1,NZ_CP059003.1,NZ_CP059005.1
GCF_013425955.1,NZ_CP059003.1,NZ_CP059007.1
GCF_013425955.1,NZ_CP059003.1,NZ_CP059008.1
GCF_013425955.1,NZ_CP059003.1,NZ_CP059004.1
GCF_013425955.1,NZ_CP059003.1,NZ_CP059006.1
GCF_013426075.1,NZ_CP058651.1,NZ_CP058653.1
GCF_013426075.1,NZ_CP058651.1,NZ_CP058654.1
GCF_013426075.1,NZ_CP058651.1,NZ_CP058655.1
GCF_013426075.1,NZ_CP058651.1,NZ_CP058652.1
GCF_013426095.1,NZ_CP058656.1,NZ_CP058658.1
GCF_013426095.1,NZ_CP058656.1,NZ_CP058659.1
GCF_013426095.1,NZ_CP058656.1,NZ_CP058660.1
GCF_013426095.1,NZ_CP058656.1,NZ_CP058657.1
GCF_013426115.1,NZ_CP058661.1,NZ_CP058665.1
GCF_013426115.1,NZ_CP058661.1,NZ_CP058664.1
GCF_013426115.1,NZ_CP058661.1,NZ_CP058663.1
GCF_013426115.1,NZ_CP058661.1,NZ_CP058662.1
GCF_013426155.1,NZ_CP053927.1,NZ_CP053926.1
GCF_013426715.1,NZ_AP023279.1,NZ_AP023281.1
GCF_013426715.1,NZ_AP023279.1,NZ_AP023282.1
GCF_013426715.1,NZ_AP023279.1,NZ_AP023284.1
GCF_013426715.1,NZ_AP023279.1,NZ_AP023285.1
GCF_013426715.1,NZ_AP023279.1,NZ_AP023283.1
GCF_013426715.1,NZ_AP023280.1,NZ_AP023281.1
GCF_013426715.1,NZ_AP023280.1,NZ_AP023282.1
GCF_013426715.1,NZ_AP023280.1,NZ_AP023284.1
GCF_013426715.1,NZ_AP023280.1,NZ_AP023285.1
GCF_013426715.1,NZ_AP023280.1,NZ_AP023283.1
GCF_013426735.1,NZ_AP023272.1,NZ_AP023274.1
GCF_013426735.1,NZ_AP023272.1,NZ_AP023275.1
GCF_013426735.1,NZ_AP023272.1,NZ_AP023276.1
GCF_013426735.1,NZ_AP023272.1,NZ_AP023277.1
GCF_013426735.1,NZ_AP023272.1,NZ_AP023278.1
GCF_013426735.1,NZ_AP023273.1,NZ_AP023274.1
GCF_013426735.1,NZ_AP023273.1,NZ_AP023275.1
GCF_013426735.1,NZ_AP023273.1,NZ_AP023276.1
GCF_013426735.1,NZ_AP023273.1,NZ_AP023277.1
GCF_013426735.1,NZ_AP023273.1,NZ_AP023278.1
GCF_013426775.1,NZ_AP023264.1,NZ_AP023265.1
GCF_013426775.1,NZ_AP023264.1,NZ_AP023266.1
GCF_013426775.1,NZ_AP023264.1,NZ_AP023267.1
GCF_013426895.1,NZ_AP023174.1,NZ_AP023176.1
GCF_013426895.1,NZ_AP023174.1,NZ_AP023177.1
GCF_013426895.1,NZ_AP023174.1,NZ_AP023178.1
GCF_013426895.1,NZ_AP023175.1,NZ_AP023176.1
GCF_013426895.1,NZ_AP023175.1,NZ_AP023177.1
GCF_013426895.1,NZ_AP023175.1,NZ_AP023178.1
GCF_013426915.1,NZ_AP023179.1,NZ_AP023181.1
GCF_013426915.1,NZ_AP023179.1,NZ_AP023182.1
GCF_013426915.1,NZ_AP023179.1,NZ_AP023183.1
GCF_013426915.1,NZ_AP023180.1,NZ_AP023181.1
GCF_013426915.1,NZ_AP023180.1,NZ_AP023182.1
GCF_013426915.1,NZ_AP023180.1,NZ_AP023183.1
GCF_013427035.1,NZ_AP023268.1,NZ_AP023270.1
GCF_013427035.1,NZ_AP023268.1,NZ_AP023271.1
GCF_013427035.1,NZ_AP023269.1,NZ_AP023270.1
GCF_013427035.1,NZ_AP023269.1,NZ_AP023271.1
GCF_013458335.1,NZ_CP046935.1,NZ_CP046936.1
GCF_013458335.1,NZ_CP046935.1,NZ_CP046937.1
GCF_013458535.1,NZ_CP048883.1,NZ_CP048884.1
GCF_013458535.1,NZ_CP048883.1,NZ_CP048885.1
GCF_013458535.1,NZ_CP048883.1,NZ_CP048886.1
GCF_013458535.1,NZ_CP048883.1,NZ_CP048887.1
GCF_013458535.1,NZ_CP048883.1,NZ_CP048888.1
GCF_013458535.1,NZ_CP048883.1,NZ_CP048889.1
GCF_013458535.1,NZ_CP048883.1,NZ_CP048890.1
GCF_013458535.1,NZ_CP048883.1,NZ_CP048891.1
GCF_013458535.1,NZ_CP048883.1,NZ_CP048892.1
GCF_013459415.1,NZ_CP054858.1,NZ_CP054859.1
GCF_013459415.1,NZ_CP054858.1,NZ_CP054860.1
GCF_013459645.1,NZ_CP054861.1,NZ_CP054862.1
GCF_013459645.1,NZ_CP054861.1,NZ_CP054863.1
GCF_013460135.1,NZ_CP038155.1,NZ_CP038156.1
GCF_013462275.1,NZ_CP040183.1,NZ_CP040184.1
GCF_013462275.1,NZ_CP040183.1,NZ_CP040185.1
GCF_013462275.1,NZ_CP040183.1,NZ_CP040186.1
GCF_013462495.1,NZ_CP040172.1,NZ_CP040171.1
GCF_013462495.1,NZ_CP040173.1,NZ_CP040171.1
GCF_013462805.1,NZ_CP040511.1,NZ_CP040512.1
GCF_013463555.1,NZ_CP041281.1,NZ_CP041282.1
GCF_013487745.1,NZ_CP049344.1,NZ_CP049345.1
GCF_013487745.1,NZ_CP049344.1,NZ_CP049346.1
GCF_013487745.1,NZ_CP049344.1,NZ_CP049347.1
GCF_013487785.1,NZ_CP043999.1,NZ_CP044000.1
GCF_013487785.1,NZ_CP043999.1,NZ_CP044001.1
GCF_013487805.1,NZ_CP044233.1,NZ_CP044234.1
GCF_013487805.1,NZ_CP044233.1,NZ_CP044235.1
GCF_013487845.1,NZ_CP047410.1,NZ_CP047411.1
GCF_013487885.1,NZ_CP047412.1,NZ_CP047413.1
GCF_013487885.1,NZ_CP047412.1,NZ_CP047414.1
GCF_013487925.1,NZ_CP047416.1,NZ_CP047417.1
GCF_013488105.1,NZ_CP030020.1,NZ_CP030021.1
GCF_013488165.1,NZ_CP031377.1,NZ_CP031378.1
GCF_013488205.1,NZ_CP040908.1,NZ_CP040909.1
GCF_013488225.1,NZ_CP041238.1,NZ_CP041239.1
GCF_013488225.1,NZ_CP041238.1,NZ_CP041240.1
GCF_013488225.1,NZ_CP041238.1,NZ_CP041241.1
GCF_013590775.1,NZ_CP055412.1,NZ_CP055415.1
GCF_013590775.1,NZ_CP055412.1,NZ_CP055413.1
GCF_013590775.1,NZ_CP055412.1,NZ_CP055414.1
GCF_013590775.1,NZ_CP055412.1,NZ_CP055416.1
GCF_013590775.1,NZ_CP055412.1,NZ_CP055417.1
GCF_013591455.1,NZ_CP055599.1,NZ_CP055603.1
GCF_013591455.1,NZ_CP055599.1,NZ_CP055600.1
GCF_013591455.1,NZ_CP055599.1,NZ_CP055601.1
GCF_013591455.1,NZ_CP055599.1,NZ_CP055602.1
GCF_013591455.1,NZ_CP055599.1,NZ_CP055604.1
GCF_013591455.1,NZ_CP055599.1,NZ_CP055605.1
GCF_013591455.1,NZ_CP055599.1,NZ_CP055606.1
GCF_013591455.1,NZ_CP055599.1,NZ_CP055607.1
GCF_013596835.1,NZ_CP055675.1,NZ_CP055678.1
GCF_013596835.1,NZ_CP055675.1,NZ_CP055676.1
GCF_013596835.1,NZ_CP055675.1,NZ_CP055677.1
GCF_013596835.1,NZ_CP055675.1,NZ_CP055679.1
GCF_013596835.1,NZ_CP055675.1,NZ_CP055680.1
GCF_013606065.1,NZ_CP055309.1,NZ_CP055314.1
GCF_013606065.1,NZ_CP055309.1,NZ_CP055310.1
GCF_013606065.1,NZ_CP055309.1,NZ_CP055311.1
GCF_013606065.1,NZ_CP055309.1,NZ_CP055312.1
GCF_013606065.1,NZ_CP055309.1,NZ_CP055313.1
GCF_013608545.1,NZ_CP055315.1,NZ_CP055317.1
GCF_013608545.1,NZ_CP055315.1,NZ_CP055324.1
GCF_013608545.1,NZ_CP055315.1,NZ_CP055316.1
GCF_013608545.1,NZ_CP055315.1,NZ_CP055318.1
GCF_013608545.1,NZ_CP055315.1,NZ_CP055319.1
GCF_013608545.1,NZ_CP055315.1,NZ_CP055320.1
GCF_013608545.1,NZ_CP055315.1,NZ_CP055321.1
GCF_013608545.1,NZ_CP055315.1,NZ_CP055322.1
GCF_013608545.1,NZ_CP055315.1,NZ_CP055323.1
GCF_013610655.1,NZ_CP055325.1,NZ_CP055327.1
GCF_013610655.1,NZ_CP055325.1,NZ_CP055326.1
GCF_013610655.1,NZ_CP055325.1,NZ_CP055328.1
GCF_013610655.1,NZ_CP055325.1,NZ_CP055329.1
GCF_013611495.1,NZ_CP055509.1,NZ_CP055510.1
GCF_013611495.1,NZ_CP055509.1,NZ_CP055511.1
GCF_013611495.1,NZ_CP055509.1,NZ_CP055512.1
GCF_013611495.1,NZ_CP055509.1,NZ_CP055513.1
GCF_013611495.1,NZ_CP055509.1,NZ_CP055514.1
GCF_013611495.1,NZ_CP055509.1,NZ_CP055515.1
GCF_013611495.1,NZ_CP055509.1,NZ_CP055516.1
GCF_013612875.1,NZ_CP055538.1,NZ_CP055540.1
GCF_013612875.1,NZ_CP055538.1,NZ_CP055539.1
GCF_013612875.1,NZ_CP055538.1,NZ_CP055541.1
GCF_013612875.1,NZ_CP055538.1,NZ_CP055542.1
GCF_013615235.1,NZ_CP055883.1,NZ_CP055885.1
GCF_013615235.1,NZ_CP055883.1,NZ_CP055884.1
GCF_013615235.1,NZ_CP055883.1,NZ_CP055886.1
GCF_013615235.1,NZ_CP055883.1,NZ_CP055887.1
GCF_013615435.1,NZ_CP055418.1,NZ_CP055420.1
GCF_013615435.1,NZ_CP055418.1,NZ_CP055419.1
GCF_013624225.1,NZ_CP058112.1,NZ_CP058113.1
GCF_013624225.1,NZ_CP058112.1,NZ_CP058114.1
GCF_013624225.1,NZ_CP058112.1,NZ_CP058115.1
GCF_013624225.1,NZ_CP058112.1,NZ_CP058116.1
GCF_013624225.1,NZ_CP058112.1,NZ_CP058117.1
GCF_013624375.1,NZ_CP058118.1,NZ_CP058127.1
GCF_013624375.1,NZ_CP058118.1,NZ_CP058119.1
GCF_013624375.1,NZ_CP058118.1,NZ_CP058120.1
GCF_013624375.1,NZ_CP058118.1,NZ_CP058121.1
GCF_013624375.1,NZ_CP058118.1,NZ_CP058122.1
GCF_013624375.1,NZ_CP058118.1,NZ_CP058123.1
GCF_013624375.1,NZ_CP058118.1,NZ_CP058124.1
GCF_013624375.1,NZ_CP058118.1,NZ_CP058125.1
GCF_013624375.1,NZ_CP058118.1,NZ_CP058126.1
GCF_013624605.1,NZ_CP058128.1,NZ_CP058129.1
GCF_013624605.1,NZ_CP058128.1,NZ_CP058130.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058140.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058141.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058142.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058143.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058144.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058145.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058132.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058133.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058134.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058135.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058136.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058137.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058138.1
GCF_013624775.1,NZ_CP058131.1,NZ_CP058139.1
GCF_013624995.1,NZ_CP058146.1,NZ_CP058147.1
GCF_013624995.1,NZ_CP058146.1,NZ_CP058148.1
GCF_013625115.1,NZ_CP058149.1,NZ_CP058150.1
GCF_013625115.1,NZ_CP058149.1,NZ_CP058151.1
GCF_013625115.1,NZ_CP058149.1,NZ_CP058152.1
GCF_013625265.1,NZ_CP058153.1,NZ_CP058154.1
GCF_013625265.1,NZ_CP058153.1,NZ_CP058155.1
GCF_013625265.1,NZ_CP058153.1,NZ_CP058156.1
GCF_013625435.1,NZ_CP058157.1,NZ_CP058158.1
GCF_013625435.1,NZ_CP058157.1,NZ_CP058159.1
GCF_013625575.1,NZ_CP058160.1,NZ_CP058161.1
GCF_013625575.1,NZ_CP058160.1,NZ_CP058162.1
GCF_013625575.1,NZ_CP058160.1,NZ_CP058163.1
GCF_013625795.1,NZ_CP058164.1,NZ_CP058165.1
GCF_013625795.1,NZ_CP058164.1,NZ_CP058166.1
GCF_013629235.1,NZ_CP058167.1,NZ_CP058168.1
GCF_013629235.1,NZ_CP058167.1,NZ_CP058169.1
GCF_013629235.1,NZ_CP058167.1,NZ_CP058170.1
GCF_013629235.1,NZ_CP058167.1,NZ_CP058171.1
GCF_013629455.1,NZ_CP058172.1,NZ_CP058173.1
GCF_013629455.1,NZ_CP058172.1,NZ_CP058174.1
GCF_013629675.1,NZ_CP058175.1,NZ_CP058176.1
GCF_013629675.1,NZ_CP058175.1,NZ_CP058177.1
GCF_013629675.1,NZ_CP058175.1,NZ_CP058178.1
GCF_013629675.1,NZ_CP058175.1,NZ_CP058179.1
GCF_013635015.1,NZ_CP058180.1,NZ_CP058181.1
GCF_013635015.1,NZ_CP058180.1,NZ_CP058182.1
GCF_013635015.1,NZ_CP058180.1,NZ_CP058183.1
GCF_013635015.1,NZ_CP058180.1,NZ_CP058184.1
GCF_013635015.1,NZ_CP058180.1,NZ_CP058185.1
GCF_013635015.1,NZ_CP058180.1,NZ_CP058186.1
GCF_013635255.1,NZ_CP058187.1,NZ_CP058188.1
GCF_013635255.1,NZ_CP058187.1,NZ_CP058189.1
GCF_013635255.1,NZ_CP058187.1,NZ_CP058190.1
GCF_013635495.1,NZ_CP058191.1,NZ_CP058192.1
GCF_013635495.1,NZ_CP058191.1,NZ_CP058193.1
GCF_013635495.1,NZ_CP058191.1,NZ_CP058194.1
GCF_013635495.1,NZ_CP058191.1,NZ_CP058195.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058205.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058206.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058197.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058198.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058199.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058200.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058201.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058202.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058203.1
GCF_013635755.1,NZ_CP058196.1,NZ_CP058204.1
GCF_013636045.1,NZ_CP058207.1,NZ_CP058208.1
GCF_013636235.1,NZ_CP058209.1,NZ_CP058210.1
GCF_013636235.1,NZ_CP058209.1,NZ_CP058211.1
GCF_013636415.1,NZ_CP058212.1,NZ_CP058213.1
GCF_013694285.1,NZ_CP059288.1,NZ_CP059289.1
GCF_013694285.1,NZ_CP059288.1,NZ_CP059290.1
GCF_013694285.1,NZ_CP059288.1,NZ_CP059291.1
GCF_013694285.1,NZ_CP059288.1,NZ_CP059292.1
GCF_013694285.1,NZ_CP059288.1,NZ_CP059293.1
GCF_013694325.1,NZ_CP059281.1,NZ_CP059282.1
GCF_013694345.1,NZ_CP059283.1,NZ_CP059285.1
GCF_013694345.1,NZ_CP059283.1,NZ_CP059284.1
GCF_013694345.1,NZ_CP059283.1,NZ_CP059287.1
GCF_013694345.1,NZ_CP059283.1,NZ_CP059286.1
GCF_013694405.1,NZ_CP059312.1,NZ_CP059311.1
GCF_013694405.1,NZ_CP059312.1,NZ_CP059310.1
GCF_013694405.1,NZ_CP059312.1,NZ_CP059309.1
GCF_013694405.1,NZ_CP059312.1,NZ_CP059308.1
GCF_013694405.1,NZ_CP059312.1,NZ_CP059307.1
GCF_013694405.1,NZ_CP059312.1,NZ_CP059306.1
GCF_013694405.1,NZ_CP059312.1,NZ_CP059305.1
GCF_013694425.1,NZ_CP059317.1,NZ_CP059316.1
GCF_013694425.1,NZ_CP059317.1,NZ_CP059315.1
GCF_013694425.1,NZ_CP059317.1,NZ_CP059314.1
GCF_013694425.1,NZ_CP059317.1,NZ_CP059313.1
GCF_013694465.1,NZ_CP059279.1,NZ_CP059280.1
GCF_013704765.1,NZ_CP059376.1,NZ_CP059377.1
GCF_013704985.1,NZ_CP055451.1,NZ_CP055453.1
GCF_013704985.1,NZ_CP055451.1,NZ_CP055452.1
GCF_013704985.1,NZ_CP055451.1,NZ_CP055454.1
GCF_013704985.1,NZ_CP055451.1,NZ_CP055455.1
GCF_013704985.1,NZ_CP055451.1,NZ_CP055456.1
GCF_013704985.1,NZ_CP055451.1,NZ_CP055457.1
GCF_013724605.1,NZ_CP056222.1,NZ_CP056223.1
GCF_013724605.1,NZ_CP056222.1,NZ_CP056224.1
GCF_013724605.1,NZ_CP056222.1,NZ_CP056225.1
GCF_013724605.1,NZ_CP056222.1,NZ_CP056226.1
GCF_013724605.1,NZ_CP056222.1,NZ_CP056227.1
GCF_013724605.1,NZ_CP056222.1,NZ_CP056228.1
GCF_013724765.1,NZ_CP056232.1,NZ_CP056233.1
GCF_013724765.1,NZ_CP056232.1,NZ_CP056234.1
GCF_013724985.1,NZ_CP056229.1,NZ_CP056230.1
GCF_013724985.1,NZ_CP056229.1,NZ_CP056231.1
GCF_013725595.1,NZ_CP056238.1,NZ_CP056239.1
GCF_013725595.1,NZ_CP056238.1,NZ_CP056240.1
GCF_013725595.1,NZ_CP056238.1,NZ_CP056241.1
GCF_013725995.1,NZ_CP056129.1,NZ_CP056130.1
GCF_013725995.1,NZ_CP056129.1,NZ_CP056131.1
GCF_013726395.1,NZ_CP056132.1,NZ_CP056133.1
GCF_013726395.1,NZ_CP056132.1,NZ_CP056134.1
GCF_013726395.1,NZ_CP056132.1,NZ_CP056135.1
GCF_013726615.1,NZ_CP056245.1,NZ_CP056246.1
GCF_013726615.1,NZ_CP056245.1,NZ_CP056247.1
GCF_013727235.1,NZ_CP056251.1,NZ_CP056252.1
GCF_013727235.1,NZ_CP056251.1,NZ_CP056253.1
GCF_013727235.1,NZ_CP056251.1,NZ_CP056254.1
GCF_013727235.1,NZ_CP056251.1,NZ_CP056255.1
GCF_013727455.1,NZ_CP056256.1,NZ_CP056257.1
GCF_013727455.1,NZ_CP056256.1,NZ_CP056258.1
GCF_013727455.1,NZ_CP056256.1,NZ_CP056259.1
GCF_013727635.1,NZ_CP056260.1,NZ_CP056261.1
GCF_013727635.1,NZ_CP056260.1,NZ_CP056262.1
GCF_013728275.1,NZ_CP056145.1,NZ_CP056146.1
GCF_013728275.1,NZ_CP056145.1,NZ_CP056147.1
GCF_013728935.1,NZ_CP056148.1,NZ_CP056149.1
GCF_013729075.1,NZ_CP056275.1,NZ_CP056276.1
GCF_013729075.1,NZ_CP056275.1,NZ_CP056277.1
GCF_013729995.1,NZ_CP056289.1,NZ_CP056290.1
GCF_013729995.1,NZ_CP056289.1,NZ_CP056291.1
GCF_013729995.1,NZ_CP056289.1,NZ_CP056292.1
GCF_013730235.1,NZ_CP056150.1,NZ_CP056151.1
GCF_013730235.1,NZ_CP056150.1,NZ_CP056152.1
GCF_013730235.1,NZ_CP056150.1,NZ_CP056153.1
GCF_013730235.1,NZ_CP056150.1,NZ_CP056154.1
GCF_013730455.1,NZ_CP056293.1,NZ_CP056294.1
GCF_013730455.1,NZ_CP056293.1,NZ_CP056295.1
GCF_013730455.1,NZ_CP056293.1,NZ_CP056296.1
GCF_013730675.1,NZ_CP056297.1,NZ_CP056298.1
GCF_013731155.1,NZ_CP056155.1,NZ_CP056156.1
GCF_013731155.1,NZ_CP056155.1,NZ_CP056157.1
GCF_013731155.1,NZ_CP056155.1,NZ_CP056158.1
GCF_013731305.1,NZ_CP056301.1,NZ_CP056302.1
GCF_013731305.1,NZ_CP056301.1,NZ_CP056303.1
GCF_013731735.1,NZ_CP056307.1,NZ_CP056308.1
GCF_013731735.1,NZ_CP056307.1,NZ_CP056309.1
GCF_013731735.1,NZ_CP056307.1,NZ_CP056310.1
GCF_013731735.1,NZ_CP056307.1,NZ_CP056311.1
GCF_013731735.1,NZ_CP056307.1,NZ_CP056312.1
GCF_013731735.1,NZ_CP056307.1,NZ_CP056313.1
GCF_013732895.1,NZ_CP056159.1,NZ_CP056160.1
GCF_013732895.1,NZ_CP056159.1,NZ_CP056161.1
GCF_013732895.1,NZ_CP056159.1,NZ_CP056162.1
GCF_013732895.1,NZ_CP056159.1,NZ_CP056163.1
GCF_013732895.1,NZ_CP056159.1,NZ_CP056164.1
GCF_013733395.1,NZ_CP056168.1,NZ_CP056169.1
