Plasmid,%GC,Size_bp,GC_bp,Putative_plasmid_T6SS,Transmissible_plasmid
NZ_CP070428.1,52.19019703631331,6141,3205,Absent,Transmissible
NZ_CP075586.1,35.74152219228227,19669,7030,Absent,Non-transmissible
NZ_CP044840.1,35.33638145003266,1531,541,Absent,Non-transmissible
NZ_LR999868.1,50.314753220081705,89594,45079,Absent,Transmissible
NZ_MG845201.1,46.69648106904231,280625,131042,Absent,Transmissible
NZ_CP068078.1,27.33306516492357,4972,1359,Absent,Non-transmissible
NZ_CP024392.1,27.79743728774864,70082,19481,Absent,Non-transmissible
NZ_AP023236.1,52.88173929586844,94613,50033,Absent,Transmissible
NZ_OW970437.1,53.248673926334746,121034,64449,Absent,Transmissible
NZ_AP022820.1,42.38978306508048,5716,2423,Absent,Transmissible
NZ_MK295831.1,52.52804361174761,133542,70147,Absent,Transmissible
NZ_MG053108.1,49.97154656183272,191541,95716,Absent,Transmissible
NZ_CP010006.1,35.43551914911867,46634,16525,Absent,Non-transmissible
NZ_CP018742.1,32.174624701865966,213830,68799,Absent,Transmissible
NZ_MH727565.1,50.522251182546576,51795,26168,Absent,Transmissible
NC_014255.1,36.15006035843625,32307,11679,Absent,Non-transmissible
NZ_CP014877.1,40.51872843765402,64928,26308,Absent,Transmissible
NZ_CP062227.1,51.86002522068096,3172,1645,Absent,Transmissible
NZ_CP036116.1,33.35961193477544,124309,41469,Absent,Transmissible
NZ_AP024190.1,66.20278989533746,120578,79826,Absent,Transmissible
NZ_CP053369.1,34.09400627353584,124013,42281,Absent,Non-transmissible
NZ_CP045089.1,61.41607671738494,201571,123797,Orphan island,Transmissible
NZ_CP011623.1,52.66537804118277,250396,131872,Absent,Transmissible
NZ_CP040362.1,53.1042682844442,74011,39303,Absent,Non-transmissible
NC_009998.1,42.66252231995239,75605,32255,Absent,Transmissible
NZ_CP019657.1,39.76802260629559,60868,24206,Absent,Transmissible
NZ_CP032140.1,37.29353233830846,5025,1874,Absent,Transmissible
NZ_CP083428.1,46.72909407665505,45920,21458,Absent,Transmissible
NZ_CP009066.1,30.75982959703889,28638,8809,Absent,Non-transmissible
NZ_CP032925.1,56.07531793908508,176213,98812,Absent,Transmissible
NZ_LC543863.1,40.392006149116064,5204,2102,Absent,Non-transmissible
NZ_CP060068.1,60.53045805131434,12706,7691,Absent,Non-transmissible
NZ_KY781949.1,50.98540716427242,70377,35882,Absent,Transmissible
NZ_MN657078.1,41.153524658679295,7178,2954,Absent,Transmissible
NC_015432.1,32.430715236596875,66104,21438,Absent,Non-transmissible
NZ_CP090139.1,51.76733109565152,53329,27607,Absent,Non-transmissible
NZ_CP085333.1,51.04097443122244,338577,172813,Absent,Non-transmissible
NZ_CP082958.1,52.228939823823886,67319,35160,Absent,Transmissible
NC_025131.1,54.04134599581252,139941,75626,Absent,Transmissible
NZ_CP028337.1,40.13540674918016,47265,18970,Absent,Transmissible
NZ_CP063899.1,51.05987942393026,139497,71227,Absent,Transmissible
NZ_LR890626.1,49.22871833936393,5251,2585,Absent,Transmissible
NZ_CP035788.1,18.4193709953196,57901,10665,Absent,Non-transmissible
NZ_CP036461.1,42.47300875942147,39272,16680,Absent,Non-transmissible
NZ_CP039494.1,49.97376160896255,81941,40949,Absent,Transmissible
NZ_CP063807.1,50.23807831710611,28142,14138,Absent,Non-transmissible
NZ_CP035171.1,39.46545096987575,33561,13245,Absent,Transmissible
NZ_CP062343.1,28.36015658982166,20691,5868,Absent,Non-transmissible
NZ_CP066843.1,43.00172796840286,4051,1742,Absent,Non-transmissible
NZ_CP093404.1,46.579500675327566,215451,100356,Absent,Transmissible
NZ_CP039372.1,54.59239487157047,114265,62380,Absent,Non-transmissible
NZ_KR973434.1,42.78038952316992,1489,637,Absent,Non-transmissible
NZ_CP068037.1,50.59622480081279,18701,9462,Absent,Transmissible
NZ_CP090403.1,49.87524874491146,98997,49375,Absent,Non-transmissible
NZ_CP081307.1,51.24145704914037,98473,50459,Absent,Non-transmissible
NZ_CP019566.1,30.93058733790999,2622,811,Absent,Non-transmissible
NC_017662.1,46.026119402985074,5360,2467,Absent,Transmissible
NZ_CP095282.1,52.98362582062482,78294,41483,Absent,Transmissible
NZ_CP028640.1,47.80154326618658,93179,44541,Absent,Non-transmissible
NZ_CP044635.1,24.962467585642145,7327,1829,Absent,Non-transmissible
NZ_CP075114.1,48.61691302485004,74688,36311,Absent,Transmissible
NZ_CP036871.1,27.5,320,88,Absent,Non-transmissible
NZ_CP043351.1,52.653877949797085,106448,56049,Absent,Transmissible
NZ_CP037810.1,24.478694469628287,6618,1620,Absent,Non-transmissible
NZ_CP042889.1,41.6299282025444,7939,3305,Absent,Transmissible
NZ_CP066758.1,43.37568058076225,3306,1434,Absent,Non-transmissible
NZ_CP062980.1,49.9352412383794,104233,52049,Absent,Transmissible
NZ_CP017377.1,37.71313243788712,14369,5419,Absent,Non-transmissible
NZ_CP042485.1,56.96825975921197,10964,6246,Absent,Non-transmissible
NZ_CP044797.1,25.32488114104596,6310,1598,Absent,Non-transmissible
NC_008504.1,30.437513083525225,9554,2908,Absent,Non-transmissible
NZ_CP069448.1,51.0228734998293,114237,58287,Absent,Transmissible
NZ_CP055370.1,51.54900964956831,17721,9135,Absent,Non-transmissible
NZ_CP036917.1,26.90780527604025,18385,4947,Absent,Non-transmissible
NZ_CP015353.1,34.01709401709402,120510,40994,Absent,Transmissible
NZ_MH547561.1,61.00067009157918,26862,16386,Absent,Non-transmissible
NZ_CP010161.1,45.90122837803961,3989,1831,Absent,Non-transmissible
NZ_CP061324.1,32.86908077994429,19027,6254,Absent,Transmissible
NZ_CP036285.1,37.2852888042576,102405,38182,Absent,Non-transmissible
NZ_CP035983.1,35.597500996942706,7523,2678,Absent,Non-transmissible
NZ_CP065778.1,35.845770952604774,129781,46521,Absent,Transmissible
NZ_CP070352.1,63.02415918847717,1791989,1129386,Absent,Non-transmissible
NZ_CP071323.1,49.90173880791183,180641,90143,Absent,Non-transmissible
NC_019366.1,60.10765090349865,13005,7817,Absent,Non-transmissible
NZ_CP050458.1,64.1169853768279,6223,3990,Absent,Transmissible
NZ_CP076203.1,33.028675159101226,94751,31295,Absent,Transmissible
NZ_MN510446.1,48.12247422087354,139066,66922,Absent,Non-transmissible
NZ_CP069398.1,34.866969672806526,188115,65590,Absent,Transmissible
NZ_CP085892.1,53.94921130576539,87106,46993,Absent,Transmissible
NZ_CP020103.1,35.114884521759784,84215,29572,Absent,Non-transmissible
NZ_CP007453.1,44.18317107127578,808774,357342,Absent,Non-transmissible
NZ_CP067878.1,44.64892968765357,203492,90857,Absent,Non-transmissible
NZ_CP028660.1,46.363935505100365,6078,2818,Absent,Transmissible
NZ_CP055051.1,42.240373395565925,4285,1810,Absent,Non-transmissible
NZ_CP018322.1,41.66010003750353,237311,98864,Absent,Non-transmissible
NZ_CP038643.1,37.40892531876138,4392,1643,Absent,Transmissible
NC_010477.1,45.94174998447495,16103,7398,Absent,Non-transmissible
NZ_CP024446.1,40.52272623243466,65541,26559,Absent,Transmissible
NZ_CP051681.1,45.46517090834088,174538,79354,Absent,Transmissible
NZ_AP017347.1,35.38273615635179,9824,3476,Absent,Transmissible
NZ_CP025846.1,48.662033616549685,86624,42153,Absent,Transmissible
NZ_CP082309.1,46.09813547009488,90854,41882,Absent,Non-transmissible
NZ_CP058117.1,44.43134944018857,1697,754,Absent,Non-transmissible
NZ_CP075476.1,45.82338902147971,7542,3456,Absent,Transmissible
NZ_CP098221.1,49.37491467243969,51273,25316,Absent,Transmissible
NZ_LT985292.1,48.731393775372126,5912,2881,Absent,Transmissible
NZ_KY471307.1,42.88235294117647,64600,27702,Absent,Transmissible
NZ_CP010393.1,52.90036281638022,207543,109791,Absent,Transmissible
NZ_CP090988.1,31.516506189821182,5816,1833,Absent,Transmissible
NC_001670.1,45.13319025375584,7921,3575,Absent,Non-transmissible
NZ_MF788069.1,54.92663356058693,71286,39155,Absent,Transmissible
NZ_MK295829.1,51.53174565662158,148099,76318,Absent,Transmissible
NZ_CP009329.1,33.054861133086504,94803,31337,Absent,Transmissible
NC_015970.1,59.48467979781695,105449,62726,Absent,Non-transmissible
NZ_CP011622.1,52.96350646186621,176497,93479,Absent,Transmissible
NZ_CP080334.1,64.29603737438242,29753,19130,Absent,Transmissible
NZ_LN735558.1,50.32050252225043,124492,62645,Absent,Transmissible
NZ_CP066868.1,34.558315162474074,18803,6498,Absent,Non-transmissible
NZ_CP026022.1,50.3680581438688,193176,97299,Absent,Non-transmissible
NZ_CP047227.1,41.21205007824726,127800,52669,T6SS,Non-transmissible
NZ_CP037232.1,26.31861255140354,5593,1472,Absent,Non-transmissible
NZ_CP047181.1,69.13688390562953,51372,35517,Absent,Transmissible
NZ_CP086882.1,63.09378748583539,210913,133073,Absent,Non-transmissible
NZ_AP017625.1,62.76190304710804,166617,104572,Absent,Non-transmissible
NZ_MH909342.1,49.03488479689091,54035,26496,Absent,Transmissible
NZ_CP055178.1,47.19832109129066,4765,2249,Absent,Non-transmissible
NZ_CP042838.1,35.44387502066457,36294,12864,Absent,Non-transmissible
NZ_CP022004.1,51.95802664600563,59371,30848,Absent,Non-transmissible
NZ_CP071964.1,32.185455944594075,5198,1673,Absent,Non-transmissible
NC_019148.1,29.03200955279073,25961,7537,Absent,Transmissible
NZ_CP092100.1,61.636678826902376,209974,129421,Absent,Non-transmissible
NZ_AP021886.1,29.200576323461544,177678,51883,Absent,Non-transmissible
NZ_CP039059.1,40.616897630755474,33555,13629,Absent,Non-transmissible
NZ_CP066826.1,38.06809878708169,6843,2605,Absent,Non-transmissible
NZ_CP093216.1,56.95088896035283,43534,24793,Absent,Transmissible
NZ_CP081476.1,27.380594773205168,6658,1823,Absent,Non-transmissible
NZ_CP086892.1,63.11956841950214,108624,68563,Absent,Non-transmissible
NC_012198.1,31.895145208658136,27581,8797,Absent,Non-transmissible
NC_001811.1,27.24200362100181,8285,2257,Absent,Non-transmissible
NZ_CP028382.1,49.427104403298586,160675,79417,Absent,Transmissible
NZ_KY000045.1,57.74422520536221,214986,124142,Absent,Transmissible
NZ_CP097224.1,46.355834997238624,235390,109117,Absent,Non-transmissible
NZ_CP090582.1,64.81545783206356,48959,31733,Absent,Non-transmissible
NZ_CP027383.1,54.25159926271278,73784,40029,Absent,Non-transmissible
NZ_CP092742.1,34.17541867726369,73983,25284,Absent,Non-transmissible
NZ_KR869778.1,51.9774011299435,3363,1748,Absent,Non-transmissible
NZ_CP027583.1,47.495443688518094,88339,41957,Absent,Transmissible
NZ_CP065538.1,35.62169537779294,11726,4177,Absent,Non-transmissible
NZ_CP073304.1,55.059642147117295,10060,5539,Absent,Transmissible
NZ_LC377536.1,29.70564724690836,42534,12635,Absent,Non-transmissible
NZ_CP081005.1,65.08873573796551,191242,124477,Absent,Transmissible
NZ_MF678351.1,47.042755344418055,50520,23766,Absent,Transmissible
NC_021570.1,41.78158777487887,2683,1121,Absent,Non-transmissible
NZ_CP070081.1,47.16801523084246,2101,991,Absent,Non-transmissible
NZ_CP058362.1,51.6354810929304,191595,98931,Absent,Transmissible
NZ_LT985272.1,52.20110519326603,70033,36558,Absent,Transmissible
NZ_CP064413.1,36.87566418703507,941,347,Absent,Non-transmissible
NZ_CP063114.1,32.85484644237006,35459,11650,Absent,Transmissible
NZ_LC589064.1,63.471985729344034,36999,23484,Absent,Non-transmissible
NZ_KT779035.1,36.69024066590265,132632,48663,Absent,Non-transmissible
NZ_CP046043.1,39.958381110120186,47094,18818,Absent,Transmissible
NZ_CP061182.1,61.66645783736374,39905,24608,Absent,Non-transmissible
NZ_CP026712.1,33.634744485545966,72990,24550,Absent,Transmissible
NZ_CP010379.1,48.272620985305245,43621,21057,Absent,Transmissible
NZ_CP021356.1,64.94089415759552,299209,194309,Absent,Non-transmissible
NZ_CP082263.1,39.94277539341917,6990,2792,Absent,Transmissible
NZ_CP092795.1,53.32984488880583,133775,71342,Absent,Non-transmissible
NZ_CP043613.1,41.2106251843572,64413,26545,Absent,Non-transmissible
NZ_CP079813.1,42.03431372549019,3264,1372,Absent,Non-transmissible
NZ_CP061641.1,36.20819507102644,134105,48557,Absent,Non-transmissible
NZ_CP084273.1,63.19360262563816,916501,579170,T6SS,Non-transmissible
NZ_LR890357.1,52.36244432057032,195539,102389,Absent,Transmissible
NZ_CP045126.1,33.39847219754841,5629,1880,Absent,Non-transmissible
NZ_CP029235.1,60.08048195315387,170473,102421,Absent,Transmissible
NZ_CP059743.1,36.02764671798692,24162,8705,Absent,Non-transmissible
NZ_CP062776.1,40.16800090201826,35476,14250,Absent,Transmissible
NZ_CP033753.1,40.4247206849141,86551,34988,Absent,Non-transmissible
NZ_CP013567.1,61.1420410928943,1165895,712852,T6SS,Non-transmissible
NZ_CP040645.1,51.95883581486223,59372,30849,Absent,Non-transmissible
NZ_CP015383.1,51.58876869059208,182846,94328,Absent,Transmissible
NZ_CP028489.1,40.07193114164499,57277,22952,Orphan island,Transmissible
NZ_AP021995.1,42.38134887593672,3603,1527,Absent,Non-transmissible
NZ_CP083579.1,61.41636893762063,48702,29911,Absent,Transmissible
NZ_CP073902.1,28.54826823876197,13570,3874,Absent,Transmissible
NZ_CP072514.1,34.26051136954668,48067,16468,Absent,Transmissible
NT_187149.1,58.65216304076019,47988,28146,Absent,Non-transmissible
NZ_CP063022.1,54.51438336656224,3511,1914,Absent,Transmissible
NZ_CP020948.1,61.2775090942034,215247,131898,Absent,Non-transmissible
NZ_KX364409.1,54.87488356529839,110577,60679,Absent,Transmissible
NZ_CP040746.1,36.041754831428975,7089,2555,Absent,Non-transmissible
NZ_CP020404.1,41.84927846071619,3742,1566,Absent,Non-transmissible
NZ_CP076411.1,40.981071384386986,16166,6625,Absent,Transmissible
NZ_CP040796.1,68.25121266275211,117510,80202,Absent,Transmissible
NZ_CP048305.1,52.610981564025785,159959,84156,Absent,Transmissible
NZ_CP067646.1,46.83725218994928,43380,20318,Absent,Non-transmissible
NZ_CP074192.1,52.26917057902973,1917,1002,Absent,Non-transmissible
NC_016974.1,51.439613634961326,178277,91705,Absent,Transmissible
NC_006425.1,37.32143865394388,35422,13220,Absent,Non-transmissible
NZ_MW390538.1,49.96182720447894,141462,70677,Absent,Transmissible
NZ_CP081197.1,51.54639175257732,4074,2100,Absent,Transmissible
NZ_CP058298.1,23.13849590469099,5372,1243,Absent,Non-transmissible
NZ_OW970362.1,41.12407211028632,4715,1939,Absent,Non-transmissible
NZ_CP036622.1,28.26086956521739,966,273,Absent,Non-transmissible
NC_011851.1,28.82100396301189,30280,8727,Absent,Non-transmissible
NZ_CP055345.1,58.03921568627451,1020,592,Absent,Transmissible
NC_009671.1,54.270266804859546,93589,50791,Absent,Non-transmissible
NZ_CP049325.1,43.926608345591085,51668,22696,Absent,Non-transmissible
NZ_CP098256.1,30.691160421971627,27490,8437,Absent,Non-transmissible
NC_013408.1,46.31913303437967,10704,4958,Absent,Non-transmissible
NZ_CP046305.1,30.968151350493795,25213,7808,Absent,Transmissible
NZ_CP028663.1,46.34748272458045,6078,2817,Absent,Transmissible
NZ_CP039185.1,39.41739725175651,32166,12679,Absent,Non-transmissible
NZ_CP059689.1,39.10913140311804,2245,878,Absent,Non-transmissible
NZ_CP044658.1,26.14107883817428,2651,693,Absent,Non-transmissible
NZ_MT039142.1,53.19449787380044,96181,51163,Absent,Transmissible
NC_014333.1,37.9070258105352,14219,5390,Absent,Non-transmissible
NZ_CP092859.1,28.856717251652547,21482,6199,Absent,Non-transmissible
NZ_CP067691.1,54.15818173044443,103615,56116,Absent,Non-transmissible
NZ_CP024317.1,27.350764542634817,73508,20105,Absent,Non-transmissible
NZ_CP056745.1,52.4417885843808,4853,2545,Absent,Non-transmissible
NZ_CP070109.1,48.52739726027397,5840,2834,Absent,Non-transmissible
NZ_KM659912.1,65.08542046773925,6029,3924,Absent,Non-transmissible
NZ_CP054661.1,38.18381948266373,9085,3469,Absent,Transmissible
NZ_CP088275.1,54.5428837996672,519835,283533,Absent,Non-transmissible
NZ_CP062466.1,28.68231411637931,59392,17035,Absent,Non-transmissible
NZ_CP097176.1,40.5696382796924,52665,21366,Absent,Transmissible
NZ_AP025884.1,47.35248100134108,357920,169484,Absent,Non-transmissible
NZ_CP089141.1,52.18525766470972,3066,1600,Absent,Transmissible
NZ_CP043815.1,51.58069883527454,4207,2170,Absent,Transmissible
NZ_CP032278.1,40.671514028479926,49649,20193,Absent,Transmissible
NZ_CP070052.1,52.448579823702254,2042,1071,Absent,Transmissible
NZ_KJ541071.1,57.67433501078361,44512,25672,Absent,Transmissible
NZ_LR890568.1,51.46137787056367,1916,986,Absent,Non-transmissible
NZ_CP060951.1,50.02812503587377,87111,43580,Absent,Transmissible
NZ_CP036324.1,45.0661853188929,4986,2247,Absent,Non-transmissible
NZ_CP086433.1,52.13955719370882,158444,82612,Absent,Transmissible
NZ_LR890488.1,56.34502016754576,3223,1816,Absent,Transmissible
NZ_CP047179.1,62.07191414767626,23389,14518,Absent,Transmissible
NZ_CP084335.1,47.49071745119176,8349,3965,Absent,Non-transmissible
NZ_LR898878.1,44.0210843373494,6640,2923,Absent,Transmissible
NZ_CP095138.1,51.930419388956814,133313,69230,Absent,Transmissible
NZ_LR135256.1,34.43548543032272,155151,53427,Absent,Transmissible
NZ_CP077847.1,33.37261806719109,70426,23503,Absent,Transmissible
NZ_LR217723.1,26.50323008116614,6037,1600,Absent,Non-transmissible
NZ_CP021217.1,60.17769876748908,1613292,970842,Absent,Transmissible
NZ_KY978629.1,49.04355585299202,53793,26382,Absent,Transmissible
NZ_CP049949.1,55.01071009051754,43417,23884,Absent,Non-transmissible
NZ_CP036188.1,52.267364827495655,251327,131362,Absent,Transmissible
NC_022881.1,38.93188854489164,2584,1006,Absent,Non-transmissible
NZ_CP093541.1,25.87529695836741,25677,6644,Absent,Non-transmissible
NZ_CP083446.1,49.63523495791393,349403,173427,Absent,Transmissible
NZ_CP079701.1,46.95996685483453,38618,18135,Absent,Non-transmissible
NZ_CP090396.1,53.65251727541955,4052,2174,Absent,Transmissible
NZ_AP022166.1,48.94826606026151,5277,2583,Absent,Transmissible
NZ_CP039301.1,57.632224949788,17924,10330,Absent,Non-transmissible
NZ_CP051426.1,52.00317922903696,188725,98143,Absent,Transmissible
NC_002483.1,48.168093667745744,99159,47763,Absent,Transmissible
NZ_CP015216.1,69.64465544525967,20853,14523,Absent,Non-transmissible
NC_021292.1,42.2247128047072,7138,3014,Absent,Non-transmissible
NZ_CP042523.1,42.51835121400339,3542,1506,Absent,Non-transmissible
NZ_CP091600.1,52.91110153669396,69630,36842,Absent,Non-transmissible
NZ_CP086477.1,48.57830600270799,6647,3229,Absent,Transmissible
NZ_CP089016.1,51.42521259866563,65499,33683,Absent,Transmissible
NC_015665.1,43.95354302465089,80849,35536,Absent,Non-transmissible
NZ_CP056897.1,52.76223776223776,8580,4527,Absent,Non-transmissible
NZ_CP076859.1,66.49618851035132,195724,130149,Absent,Transmissible
NZ_MF135535.1,45.65945119179831,253021,115528,Absent,Transmissible
NC_011316.1,35.61358909174948,4327,1541,Absent,Non-transmissible
NZ_CP028613.1,43.40592861464005,3306,1435,Absent,Non-transmissible
NZ_MH884653.1,47.74779106365509,270379,129100,Absent,Transmissible
NZ_CP056389.1,54.02169001355626,4426,2391,Absent,Transmissible
NZ_MH422553.1,50.753506644977136,97743,49608,Absent,Transmissible
NZ_CP053554.1,64.6675437708734,49405,31949,Absent,Transmissible
NC_007166.1,30.7713963963964,3552,1093,Absent,Non-transmissible
NZ_CP041782.1,61.45437717422526,62666,38511,Absent,Transmissible
NZ_CP075057.1,51.106626801566215,108031,55211,Absent,Transmissible
NZ_CP058659.1,47.52909409414994,89623,42597,Absent,Non-transmissible
NZ_LR594665.1,61.19632126094776,68393,41854,Absent,Transmissible
NZ_CP032874.1,38.068586547267735,9827,3741,Absent,Transmissible
NZ_AP013064.1,61.46397861117133,41517,25518,Absent,Transmissible
NZ_CP076840.1,29.6916533758639,15048,4468,Absent,Non-transmissible
NZ_CP092767.1,53.71882067104389,118949,63898,Absent,Transmissible
NZ_CP064333.1,49.208835970546765,38298,18846,Absent,Transmissible
NZ_CP053974.1,40.34406704896339,11335,4573,Absent,Non-transmissible
